Sensor Type,Sample Time [ns],val1,val2,val3
b,92438400322522,190.25,9.296875,-347.0
w,92438390212906,0.08087158,0.08618164,-0.20751953
a,92438418998521,1.4404297,-8.34375,2.4003906
b,92438410422522,190.25,9.296875,-347.0
w,92438400312906,0.08618164,0.0914917,-0.18835449
a,92438429098521,1.5839844,-8.0625,2.3339844
b,92438420522522,190.5,9.296875,-345.0
w,92438410412906,0.0574646,0.1149292,-0.16699219
a,92438439198521,1.4169922,-8.1015625,2.0214844
b,92438430622522,190.5,9.296875,-345.0
w,92438420512906,-0.04043579,0.16174316,-0.13830566
a,92438449298521,1.3710938,-8.0703125,1.8623047
b,92438440722522,190.75,9.0,-343.0
w,92438430612906,-0.16918945,0.1850586,-0.11383057
a,92438459398521,1.7666016,-7.84375,1.5820312
b,92438450822522,190.75,9.0,-343.0
w,92438440712906,-0.2553711,0.22021484,-0.08721924
a,92438469498521,1.9648438,-7.8203125,1.328125
b,92438460922522,189.25,9.8984375,-344.0
w,92438450812906,-0.29052734,0.30004883,-0.052124023
a,92438479598521,1.7109375,-8.0703125,1.3359375
b,92438471022522,189.25,9.8984375,-344.0
w,92438460912906,-0.28198242,0.40014648,-0.012763977
a,92438489698521,1.625,-8.2578125,1.4404297
b,92438481122522,191.875,9.0,-343.75
w,92438471012906,-0.20422363,0.5029297,0.013832092
a,92438499798521,1.5986328,-8.3203125,1.328125
b,92438491222522,190.75,8.3984375,-343.75
w,92438481112906,-0.08508301,0.61083984,0.035095215
a,92438509898521,1.4072266,-8.5625,1.6328125
b,92438501322522,190.75,8.3984375,-343.75
w,92438491212906,-0.00957489,0.6689453,0.052124023
a,92438519998521,1.2998047,-8.625,1.9335938
b,92438511422522,190.5,9.296875,-345.0
w,92438501312906,-0.01914978,0.68847656,0.0670166
a,92438530098521,1.4980469,-8.6484375,1.8671875
b,92438521522522,190.5,9.296875,-345.0
w,92438511412906,-0.09466553,0.72998047,0.054260254
a,92438540198521,1.7109375,-8.7265625,2.0117188
b,92438531622522,191.625,9.296875,-342.75
w,92438521512906,-0.29785156,0.7734375,0.03829956
a,92438550298521,1.6943359,-8.8046875,2.375
b,92438541722522,191.625,9.296875,-342.75
w,92438531612906,-0.58203125,0.8051758,0.031921387
a,92438560398521,1.5273438,-8.765625,2.4921875
b,92438551822522,191.125,9.8984375,-343.75
w,92438541712906,-0.8149414,0.84472656,0.030853271
a,92438570498521,1.2617188,-8.859375,2.3515625
b,92438561922522,191.125,9.8984375,-343.75
w,92438551812906,-0.8754883,0.88183594,0.025527954
a,92438580598521,0.9501953,-9.265625,2.2617188
b,92438572022522,192.875,8.09375,-341.25
w,92438561912906,-0.7734375,0.8725586,0.041503906
a,92438590698521,0.6196289,-9.546875,2.3886719
b,92438582122522,191.0,9.8984375,-339.25
w,92438572012906,-0.5498047,0.87890625,0.08300781
a,92438600798521,0.2680664,-9.7734375,2.4628906
b,92438592222522,191.0,9.8984375,-339.25
w,92438582112906,-0.31591797,0.91308594,0.109558105
a,92438610898521,0.2130127,-9.75,2.6367188
b,92438602322522,191.125,9.0,-342.0
w,92438592212906,-0.14257812,0.9511719,0.1361084
a,92438620998521,0.25610352,-9.6796875,3.2207031
b,92438612422522,191.125,9.0,-342.0
w,92438602312906,-0.027664185,1.0009766,0.1595459
a,92438631098521,0.05505371,-9.9609375,3.8535156
b,92438622522522,192.5,10.1953125,-340.75
w,92438612412906,-0.01914978,1.0478516,0.15100098
a,92438641198521,0.05505371,-9.984375,4.1914062
b,92438632622522,192.5,10.1953125,-340.75
w,92438622512906,-0.13085938,1.0175781,0.09362793
a,92438651298521,0.48120117,-9.578125,4.2695312
b,92438642722522,191.875,9.0,-341.25
w,92438632612906,-0.2788086,0.9501953,0.031921387
a,92438661398521,0.8520508,-8.71875,3.0449219
b,92438652822522,191.875,9.0,-341.25
w,92438642712906,-0.47973633,0.9169922,-0.023406982
a,92438671498521,0.75634766,-8.734375,2.1015625
b,92438662922522,192.0,10.1953125,-338.0
w,92438652812906,-0.63427734,0.89160156,-0.04574585
a,92438681598521,0.04067993,-9.609375,2.6738281
b,92438673022522,191.125,8.6953125,-337.0
w,92438662912906,-0.72753906,0.8105469,0.039367676
a,92438691698521,-0.33984375,-9.765625,2.8378906
b,92438683122522,191.125,8.6953125,-337.0
w,92438673012906,-0.6225586,0.7861328,0.10211182
a,92438701798521,-0.2536621,-9.4140625,2.7753906
b,92438693222522,192.25,8.3984375,-339.5
w,92438683112906,-0.44360352,0.84277344,0.10211182
a,92438711898521,-0.03829956,-9.1171875,2.7226562
b,92438703322522,192.25,8.3984375,-339.5
w,92438693212906,-0.34155273,0.89697266,0.14257812
a,92438721998521,0.23693848,-9.6328125,2.6582031
b,92438713422522,193.25,8.6953125,-337.0
w,92438703312906,-0.19470215,0.9296875,0.15637207
a,92438732098521,0.3876953,-9.6484375,2.9394531
b,92438723522522,193.25,8.6953125,-337.0
w,92438713412906,-0.011703491,0.95214844,0.13513184
a,92438742198521,0.17468262,-9.3671875,2.9375
b,92438733622522,192.25,9.0,-337.0
w,92438723512906,0.16271973,0.99365234,0.08935547
a,92438752298521,-0.12207031,-9.4453125,2.7167969
b,92438743722522,192.25,9.0,-337.0
w,92438733612906,0.1595459,0.9746094,0.039367676
a,92438762398521,-0.04788208,-9.546875,2.578125
b,92438753822522,192.75,9.0,-336.25
w,92438743712906,0.06384277,0.890625,0.042541504
a,92438772498521,0.21777344,-9.21875,2.0292969
b,92438763922522,192.75,8.6953125,-337.5
w,92438753812906,-0.0340271,0.8598633,0.06488037
a,92438782598521,0.43310547,-8.6328125,1.2587891
b,92438774022522,192.75,8.6953125,-337.5
w,92438763912906,-0.16381836,0.8852539,0.06488037
a,92438792698521,0.5097656,-8.6875,1.2519531
b,92438784122522,192.5,9.0,-335.25
w,92438774012906,-0.3552246,0.890625,0.0670166
a,92438802798521,0.4284668,-8.890625,1.1796875
b,92438794222522,192.5,9.0,-335.25
w,92438784112906,-0.50439453,0.9033203,0.07446289
a,92438812898521,0.0143585205,-9.6171875,0.9550781
b,92438804322522,193.375,8.6953125,-335.0
w,92438794212906,-0.46704102,0.9663086,0.065979004
a,92438822998521,-0.12927246,-9.7734375,1.0908203
b,92438814422522,193.375,8.6953125,-335.0
w,92438804312906,-0.38720703,0.9790039,0.0340271
a,92438833098521,0.1459961,-9.484375,1.8212891
b,92438824522522,193.875,8.09375,-335.25
w,92438814412906,-0.25097656,0.9584961,0.04574585
a,92438843198521,-0.1459961,-9.5625,2.3261719
b,92438834622522,193.875,8.09375,-335.25
w,92438824512906,-0.1574707,0.98291016,0.0904541
a,92438853298521,-0.90966797,-9.8359375,2.6445312
b,92438844722522,192.5,8.6953125,-333.5
w,92438834612906,-0.14685059,0.9819336,0.0914917
a,92438863398521,-1.1132812,-10.28125,2.6953125
b,92438854822522,192.5,8.6953125,-333.5
w,92438844712906,-0.14465332,0.92871094,0.09362793
a,92438873498521,-0.49536133,-9.1796875,0.66796875
b,92438864922522,193.75,8.6953125,-334.5
w,92438854812906,-0.117004395,1.0107422,0.11383057
a,92438883598521,-0.00957489,-7.921875,-0.66308594
b,92438875022522,192.875,8.3984375,-333.5
w,92438864912906,-0.0925293,1.1777344,0.09680176
a,92438893698521,-0.2800293,-10.1484375,0.31347656
b,92438885122522,192.875,8.3984375,-333.5
w,92438875012906,-0.21496582,1.2158203,0.07873535
a,92438903798521,-0.7636719,-11.359375,2.015625
b,92438895222522,192.375,9.296875,-332.5
w,92438885112906,-0.45214844,1.1396484,0.08935547
a,92438913898521,-0.8066406,-10.4765625,2.6308594
b,92438905322522,192.375,9.296875,-332.5
w,92438895212906,-0.31591797,1.1474609,0.04574585
a,92438923998521,-0.84228516,-9.9296875,2.5683594
b,92438915422522,193.25,8.6953125,-331.75
w,92438905312906,-0.13513184,1.2138672,-0.021270752
a,92438934098521,-0.8354492,-9.5390625,2.8847656
b,92438925522522,193.25,8.6953125,-331.75
w,92438915412906,-0.19042969,1.1503906,-0.00957489
a,92438944198521,-0.796875,-9.8359375,3.421875
b,92438935622522,191.5,9.296875,-331.75
w,92438925512906,-0.1829834,1.0742188,0.031921387
a,92438954298521,-1.1875,-10.40625,3.7851562
b,92438945722522,191.5,9.296875,-331.75
w,92438935612906,-0.09362793,1.0576172,0.056396484
a,92438964398521,-1.4794922,-10.4140625,3.7890625
b,92438955822522,193.375,8.3984375,-331.5
w,92438945712906,-0.007446289,1.0234375,0.0680542
a,92438974498521,-1.4794922,-10.4140625,3.7890625
b,92438965922522,193.25,8.09375,-331.0
w,92438955812906,-0.012763977,1.0478516,0.09790039
a,92438984598521,-1.0410156,-8.96875,1.9912109
b,92438976022522,193.25,8.09375,-331.0
w,92438965912906,0.06488037,1.1992188,0.13195801
a,92438994698521,-0.49072266,-7.65625,-0.4091797
b,92438986122522,192.25,8.3984375,-331.75
w,92438976012906,0.05532837,1.1630859,0.08300781
a,92439004798521,-0.66552734,-9.671875,0.57177734
b,92438996222522,192.25,8.3984375,-331.75
w,92438986112906,-0.14575195,1.0351562,0.02659607
a,92439014898521,-1.03125,-11.4453125,2.1699219
b,92439006322522,193.375,8.3984375,-330.75
w,92438996212906,-0.14575195,1.0351562,0.02659607
a,92439024998521,-1.5458984,-11.1171875,2.8125
b,92439016422522,193.375,8.3984375,-330.75
w,92439006312906,-0.013832092,1.0205078,0.015960693
a,92439035098521,-1.7255859,-10.1015625,2.8867188
b,92439026522522,192.0,9.0,-329.5
w,92439016412906,0.2734375,1.0820312,0.010635376
a,92439045198521,-1.7783203,-9.640625,2.9960938
b,92439036622522,192.0,9.0,-329.5
w,92439026512906,0.3190918,1.0742188,0.010635376
a,92439055298521,-1.7714844,-9.8515625,3.125
b,92439046722522,193.25,8.3984375,-330.5
w,92439036612906,0.27441406,0.99072266,0.04043579
a,92439065398521,-1.6992188,-10.1171875,3.1875
b,92439056822522,191.625,8.09375,-331.5
w,92439046712906,0.34472656,0.9394531,0.06274414
a,92439075498521,-1.5625,-9.2578125,2.6953125
b,92439066922522,191.625,8.09375,-331.5
w,92439056812906,0.3786621,0.94921875,0.052124023
a,92439085598521,-1.4101562,-8.4375,2.3066406
b,92439077022522,191.875,9.0,-331.75
w,92439066912906,0.30639648,0.9428711,0.03616333
a,92439095698521,-1.3378906,-8.46875,1.9462891
b,92439087122522,191.875,9.0,-331.75
w,92439077012906,0.04788208,0.90527344,0.041503906
a,92439105798521,-1.5341797,-9.609375,1.2109375
b,92439097222522,192.5,8.09375,-330.5
w,92439087112906,-0.15637207,0.9267578,0.037231445
a,92439115898521,-1.8671875,-10.875,0.89990234
b,92439107322522,192.5,8.09375,-330.5
w,92439097212906,-0.24047852,0.95947266,0.01701355
a,92439125998521,-1.9101562,-10.5234375,1.7402344
b,92439117422522,192.25,7.796875,-330.0
w,92439107312906,-0.23083496,0.9086914,0.039367676
a,92439136098521,-1.8330078,-9.453125,2.71875
b,92439127522522,192.25,7.796875,-330.0
w,92439117412906,-0.1394043,0.8745117,0.11065674
a,92439146198521,-1.8837891,-8.921875,2.9941406
b,92439137622522,193.625,6.8984375,-328.75
w,92439127512906,-0.12768555,0.85302734,0.13293457
a,92439156298521,-1.8046875,-9.109375,2.7363281
b,92439147722522,192.25,7.5,-330.5
w,92439137612906,-0.24365234,0.77001953,0.119140625
a,92439166398521,-1.5410156,-9.15625,2.3164062
b,92439157822522,192.25,7.5,-330.5
w,92439147712906,-0.37670898,0.6508789,0.13293457
a,92439176498521,-1.3330078,-9.046875,1.9990234
b,92439167922522,192.375,7.796875,-328.5
w,92439157812906,-0.38720703,0.5541992,0.15637207
a,92439186598521,-1.6083984,-9.46875,2.0957031
b,92439178022522,192.375,7.796875,-328.5
w,92439167912906,-0.36279297,0.47460938,0.15319824
a,92439196698521,-2.0039062,-9.859375,2.2539062
b,92439188122522,192.375,7.796875,-328.5
w,92439178012906,-0.3713379,0.42993164,0.14257812
a,92439206798521,-2.0292969,-10.2734375,1.9384766
b,92439198222522,192.375,7.796875,-328.5
w,92439188112906,-0.32348633,0.46166992,0.11810303
a,92439216898521,-1.9892578,-10.7734375,1.8046875
b,92439208322522,195.25,7.796875,-327.5
w,92439198212906,-0.26489258,0.5019531,0.08190918
a,92439226998521,-2.0527344,-10.65625,2.2324219
b,92439218422522,195.25,7.796875,-327.5
w,92439208312906,-0.21069336,0.48510742,0.0914917
a,92439237098521,-1.9697266,-10.140625,2.6367188
b,92439228522522,193.875,6.5976562,-326.25
w,92439218412906,-0.07977295,0.4724121,0.10748291
a,92439247198521,-1.8505859,-9.9296875,2.8886719
b,92439238622522,193.875,8.09375,-327.5
w,92439228512906,0.06274414,0.4765625,0.08721924
a,92439257298521,-1.7353516,-10.0390625,2.9941406
b,92439248722522,193.875,8.09375,-327.5
w,92439238612906,0.1394043,0.44995117,0.065979004
a,92439267398521,-1.6201172,-10.1875,3.078125
b,92439258822522,194.25,7.1992188,-327.0
w,92439248712906,0.18408203,0.38623047,0.06488037
a,92439277498521,-1.4980469,-10.109375,2.6113281
b,92439268922522,194.25,7.1992188,-327.0
w,92439258812906,0.24682617,0.34033203,0.07550049
a,92439287598521,-1.5361328,-9.4609375,1.2373047
b,92439279022522,192.25,7.1992188,-326.25
w,92439268912906,0.3330078,0.4128418,0.09362793
a,92439297698521,-2.0722656,-9.4765625,1.421875
b,92439289122522,192.25,7.1992188,-326.25
w,92439279012906,0.40649414,0.43725586,0.08721924
a,92439307798521,-2.328125,-10.15625,2.4960938
b,92439299222522,193.25,6.5976562,-328.75
w,92439289112906,0.23400879,0.37670898,0.058502197
a,92439317898521,-2.3066406,-10.2109375,2.8945312
b,92439309322522,193.25,6.5976562,-328.75
w,92439299212906,-0.09893799,0.36694336,0.054260254
a,92439327998521,-2.1582031,-9.984375,2.71875
b,92439319422522,193.625,6.8984375,-325.75
w,92439309312906,-0.34472656,0.4033203,0.07763672
a,92439338098521,-2.0332031,-9.8671875,2.5820312
b,92439329522522,193.0,6.8984375,-326.5
w,92439319412906,-0.5053711,0.40014648,0.07977295
a,92439348198521,-1.9677734,-9.90625,2.7832031
b,92439339622522,193.0,6.8984375,-326.5
w,92439329512906,-0.6147461,0.34692383,0.07342529
a,92439358298521,-1.8310547,-10.0859375,3.0195312
b,92439349722522,193.375,7.5,-325.5
w,92439339612906,-0.6713867,0.28833008,0.07232666
a,92439368398521,-1.7324219,-10.2734375,3.1035156
b,92439359822522,193.375,7.5,-325.5
w,92439349712906,-0.6328125,0.24365234,0.0574646
a,92439378498521,-1.6542969,-10.25,2.6953125
b,92439369922522,193.625,6.8984375,-326.25
w,92439359812906,-0.5136719,0.23828125,0.05319214
a,92439388598521,-1.5722656,-10.015625,1.8671875
b,92439380022522,193.625,6.8984375,-326.25
w,92439369912906,-0.3330078,0.27539062,0.060638428
a,92439398698521,-1.5673828,-10.1328125,1.1875
b,92439390122522,192.875,7.1992188,-325.75
w,92439380012906,-0.0904541,0.27661133,0.0574646
a,92439408798521,-1.5458984,-10.625,1.1269531
b,92439400222522,192.875,7.1992188,-325.75
w,92439390112906,0.22131348,0.24255371,0.056396484
a,92439418898521,-1.4648438,-11.0703125,1.3925781
b,92439410322522,193.875,6.5976562,-326.25
w,92439400212906,0.6274414,0.24475098,0.056396484
a,92439428998521,-1.3955078,-11.0234375,1.4794922
b,92439420422522,193.875,6.5976562,-326.25
w,92439410312906,1.1318359,0.2915039,0.0574646
a,92439439098521,-1.2177734,-10.53125,1.6396484
b,92439430522522,192.5,7.1992188,-326.25
w,92439420412906,1.6074219,0.36914062,0.054260254
a,92439449198521,-1.2207031,-9.0859375,1.8310547
b,92439440622522,193.875,7.5,-327.5
w,92439430512906,1.6621094,0.49365234,0.020217896
a,92439459298521,-1.5654297,-7.59375,1.7666016
b,92439450722522,193.875,7.5,-327.5
w,92439440612906,1.3017578,0.5830078,0.0021266937
a,92439469398521,-1.8886719,-7.3320312,1.4716797
b,92439460822522,193.25,7.5,-328.0
w,92439450712906,0.6479492,0.59765625,0.023406982
a,92439479498521,-2.046875,-7.6757812,1.3740234
b,92439470922522,193.25,7.5,-328.0
w,92439460812906,-0.13293457,0.5839844,0.05105591
a,92439489598521,-1.9033203,-8.4609375,1.3691406
b,92439481022522,193.0,7.1992188,-329.0
w,92439470912906,-0.7236328,0.5498047,0.07550049
a,92439499698521,-1.6513672,-9.515625,1.5322266
b,92439491122522,193.0,7.1992188,-329.0
w,92439481012906,-1.0214844,0.5576172,0.0925293
a,92439509798521,-1.5986328,-9.8984375,1.6064453
b,92439501222522,194.25,6.8984375,-326.25
w,92439491112906,-1.1210938,0.6064453,0.10211182
a,92439519898521,-1.6201172,-9.9296875,1.6679688
b,92439511322522,194.25,6.8984375,-326.25
w,92439501212906,-1.0146484,0.640625,0.11279297
a,92439529998521,-1.6728516,-9.953125,1.8808594
b,92439521422522,193.0,6.296875,-325.5
w,92439511312906,-0.8149414,0.6640625,0.10321045
a,92439540098521,-1.859375,-9.90625,2.2089844
b,92439531522522,192.875,5.6992188,-325.0
w,92439521412906,-0.5786133,0.66259766,0.09576416
a,92439550198521,-2.0957031,-9.8671875,2.3515625
b,92439541622522,192.875,5.6992188,-325.0
w,92439531512906,-0.32128906,0.64453125,0.0904541
a,92439560298521,-2.3183594,-9.9375,2.4199219
b,92439551722522,193.0,6.5976562,-326.0
w,92439541612906,-0.08087158,0.60839844,0.058502197
a,92439570398521,-2.421875,-9.9765625,2.4492188
b,92439561822522,193.0,6.5976562,-326.0
w,92439551712906,0.0904541,0.5551758,0.024475098
a,92439580498521,-2.4199219,-9.6484375,2.4609375
b,92439571922522,192.375,6.296875,-323.5
w,92439561812906,0.16601562,0.49267578,0.048950195
a,92439590598521,-2.3085938,-9.2578125,2.4882812
b,92439582022522,192.375,6.296875,-323.5
w,92439571912906,0.18725586,0.4309082,0.08618164
a,92439600698521,-2.2382812,-8.9765625,2.6347656
b,92439592122522,193.625,6.0,-324.5
w,92439582012906,0.11810303,0.38085938,0.09466553
a,92439610798521,-2.28125,-8.8203125,2.7695312
b,92439602222522,193.625,6.0,-324.5
w,92439592112906,-0.0031909943,0.33520508,0.11279297
a,92439620898521,-2.2441406,-8.8046875,2.8339844
b,92439612322522,192.5,6.296875,-324.5
w,92439602212906,-0.09680176,0.2956543,0.12866211
a,92439630998521,-2.2109375,-8.9453125,2.8378906
b,92439622422522,194.25,6.5976562,-324.0
w,92439612312906,-0.12658691,0.27026367,0.14465332
a,92439641098521,-2.2324219,-9.3046875,2.7539062
b,92439632522522,194.25,6.5976562,-324.0
w,92439622412906,-0.111694336,0.25097656,0.16381836
a,92439651198521,-2.2929688,-9.453125,2.4355469
b,92439642622522,193.625,6.296875,-324.5
w,92439632512906,-0.0670166,0.25097656,0.1809082
a,92439661298521,-2.3964844,-9.5859375,2.1074219
b,92439652722522,193.625,6.296875,-324.5
w,92439642612906,0.031921387,0.26049805,0.1809082
a,92439671398521,-2.5507812,-9.9140625,2.1367188
b,92439662822522,193.25,5.3984375,-324.0
w,92439652712906,0.1361084,0.24047852,0.17016602
a,92439681498521,-2.6679688,-10.0859375,2.3925781
b,92439672922522,193.25,5.3984375,-324.0
w,92439662812906,0.20532227,0.19470215,0.18835449
a,92439691598521,-2.4648438,-9.90625,2.5
b,92439683022522,193.625,6.8984375,-325.75
w,92439672912906,0.26391602,0.17443848,0.22241211
a,92439701698521,-2.3164062,-9.7890625,2.3574219
b,92439693122522,193.625,6.8984375,-325.75
w,92439683012906,0.32128906,0.19470215,0.22241211
a,92439711798521,-2.4570312,-9.8359375,2.3027344
b,92439703222522,193.875,5.6992188,-325.0
w,92439693112906,0.34692383,0.19042969,0.21276855
a,92439721898521,-2.4941406,-10.0,2.3300781
b,92439713322522,194.5,6.8984375,-324.75
w,92439703212906,0.3786621,0.16601562,0.20214844
a,92439731998521,-2.3574219,-9.9609375,2.3515625
b,92439723422522,194.5,6.8984375,-324.75
w,92439713312906,0.41918945,0.16918945,0.1776123
a,92439742098521,-2.1992188,-9.8046875,2.2480469
b,92439733522522,194.125,6.5976562,-325.5
w,92439723412906,0.41918945,0.21069336,0.14257812
a,92439752198521,-2.1992188,-9.8046875,2.2480469
b,92439743622522,194.125,6.5976562,-325.5
w,92439733512906,0.34033203,0.27124023,0.11065674
a,92439762298521,-2.1523438,-9.6171875,1.9697266
b,92439753722522,193.25,7.1992188,-325.0
w,92439743612906,0.23730469,0.3010254,0.09790039
a,92439772398521,-2.2714844,-9.8828125,1.8525391
b,92439763822522,193.25,7.1992188,-325.0
w,92439753712906,0.12768555,0.27441406,0.08618164
a,92439782498521,-2.3554688,-10.1640625,1.8955078
b,92439773922522,194.25,7.1992188,-325.0
w,92439763812906,0.12768555,0.27441406,0.08618164
a,92439792598521,-2.203125,-10.046875,2.0429688
b,92439784022522,194.25,7.1992188,-325.0
w,92439773912906,0.09466553,0.24047852,0.08618164
a,92439802698521,-2.0507812,-10.0078125,2.1640625
b,92439794122522,193.75,6.296875,-324.75
w,92439784012906,0.12237549,0.23083496,0.06915283
a,92439812798521,-2.0195312,-9.90625,2.1523438
b,92439804222522,195.0,6.5976562,-325.75
w,92439794112906,0.109558105,0.2084961,0.04043579
a,92439822898521,-2.0332031,-9.8515625,2.1035156
b,92439814322522,195.0,6.5976562,-325.75
w,92439804212906,0.10107422,0.17443848,0.030853271
a,92439832998521,-1.9775391,-9.796875,2.0820312
b,92439824422522,193.875,6.296875,-325.0
w,92439814312906,0.09680176,0.14685059,0.021270752
a,92439843098521,-1.8857422,-9.640625,1.9414062
b,92439834522522,193.875,6.296875,-325.0
w,92439824412906,0.08618164,0.14257812,0.005317688
a,92439853198521,-1.9169922,-9.5625,1.7851562
b,92439844622522,193.625,6.5976562,-326.25
w,92439834512906,0.061706543,0.14892578,-0.015960693
a,92439863298521,-1.9697266,-9.6953125,1.6806641
b,92439854722522,193.625,6.5976562,-326.25
w,92439844612906,0.032989502,0.14575195,-0.04788208
a,92439873398521,-2.0078125,-9.953125,1.5800781
b,92439864822522,195.25,6.0,-326.25
w,92439854712906,0.011703491,0.1595459,-0.07873535
a,92439883498521,-2.1054688,-10.03125,1.6894531
b,92439874922522,195.25,6.0,-326.25
w,92439864812906,0.0042533875,0.15527344,-0.0914917
a,92439893598521,-2.0410156,-9.796875,1.8261719
b,92439885022522,193.0,6.296875,-326.5
w,92439874912906,-0.005317688,0.13195801,-0.09362793
a,92439903698521,-2.0214844,-9.65625,1.8740234
b,92439895122522,193.0,6.296875,-326.5
w,92439885012906,-0.04360962,0.119140625,-0.10852051
a,92439913798521,-1.9550781,-9.6953125,1.7451172
b,92439905222522,194.5,5.3984375,-324.75
w,92439895112906,-0.09790039,0.123413086,-0.13085938
a,92439923898521,-2.0058594,-9.78125,1.5585938
b,92439915322522,193.0,6.8984375,-325.5
w,92439905212906,-0.15002441,0.14355469,-0.14257812
a,92439933998521,-2.1015625,-9.8203125,1.5078125
b,92439925422522,193.0,6.8984375,-325.5
w,92439915312906,-0.1829834,0.14465332,-0.1394043
a,92439944098521,-2.1640625,-9.7265625,1.6582031
b,92439935522522,192.875,6.296875,-324.5
w,92439925412906,-0.22021484,0.12237549,-0.1361084
a,92439954198521,-2.25,-9.5546875,1.8525391
b,92439945622522,192.875,6.296875,-324.5
w,92439935512906,-0.24682617,0.10211182,-0.13830566
a,92439964298521,-2.3554688,-9.5859375,2.0957031
b,92439955722522,193.875,5.6992188,-324.5
w,92439945612906,-0.24475098,0.08618164,-0.15527344
a,92439974398521,-2.3652344,-9.6796875,2.1699219
b,92439965822522,193.875,5.6992188,-324.5
w,92439955712906,-0.21813965,0.07128906,-0.18188477
a,92439984498521,-2.2910156,-9.6484375,2.2207031
b,92439975922522,193.625,5.6992188,-324.5
w,92439965812906,-0.17980957,0.04360962,-0.2084961
a,92439994598521,-2.1816406,-9.46875,2.2832031
b,92439986022522,193.625,5.6992188,-324.5
w,92439975912906,-0.20324707,0.020217896,-0.23303223
a,92440004698521,-2.1171875,-9.109375,2.1953125
b,92439996122522,193.375,6.8984375,-323.5
w,92439986012906,-0.33203125,-0.005317688,-0.24475098
a,92440014798521,-2.1386719,-9.015625,2.078125
b,92440006222522,192.375,6.296875,-324.75
w,92439996112906,-0.5444336,-0.032989502,-0.23620605
a,92440024898521,-2.3808594,-9.2578125,2.1367188
b,92440016322522,192.375,6.296875,-324.75
w,92440006212906,-0.78515625,-0.0925293,-0.22558594
a,92440034998521,-2.671875,-9.765625,2.4882812
b,92440026422522,192.375,6.296875,-322.5
w,92440016312906,-0.9223633,-0.1776123,-0.20324707
a,92440045098521,-3.0351562,-10.5078125,2.9824219
b,92440036522522,192.375,6.296875,-322.5
w,92440026412906,-0.8808594,-0.23303223,-0.19580078
a,92440055198521,-3.1972656,-11.1953125,3.4882812
b,92440046622522,193.0,6.5976562,-322.5
w,92440036512906,-0.6894531,-0.296875,-0.2479248
a,92440065298521,-2.8984375,-11.4609375,3.5234375
b,92440056722522,193.0,6.5976562,-322.5
w,92440046612906,-0.4020996,-0.3618164,-0.31054688
a,92440075398521,-2.5488281,-11.3046875,3.4316406
b,92440066822522,192.0,6.5976562,-323.0
w,92440056712906,-0.10534668,-0.4074707,-0.38085938
a,92440085498521,-2.390625,-10.59375,3.4101562
b,92440076922522,192.0,6.5976562,-323.0
w,92440066812906,0.04360962,-0.46704102,-0.43823242
a,92440095598521,-2.1953125,-9.78125,3.1113281
b,92440087022522,193.0,6.296875,-323.0
w,92440076912906,0.046813965,-0.5234375,-0.453125
a,92440105698521,-2.0175781,-9.4609375,2.9433594
b,92440097122522,191.0,6.5976562,-323.5
w,92440087012906,-0.0925293,-0.57128906,-0.47460938
a,92440115798521,-1.8505859,-9.5859375,3.0761719
b,92440107222522,191.0,6.5976562,-323.5
w,92440097112906,-0.34155273,-0.6455078,-0.49365234
a,92440125898521,-1.7568359,-9.6015625,3.3574219
b,92440117322522,190.625,7.1992188,-323.0
w,92440107212906,-0.57958984,-0.7426758,-0.4765625
a,92440135998521,-1.7138672,-9.921875,3.2421875
b,92440127422522,190.625,7.1992188,-323.0
w,92440117312906,-0.6777344,-0.81152344,-0.44995117
a,92440146098521,-1.9101562,-10.515625,2.96875
b,92440137522522,191.875,5.6992188,-320.25
w,92440127412906,-0.67041016,-0.8671875,-0.47143555
a,92440156198521,-1.9482422,-11.1015625,2.7265625
b,92440147622522,191.875,5.6992188,-320.25
w,92440137512906,-0.5361328,-0.9248047,-0.5029297
a,92440166298521,-1.8955078,-11.328125,2.2304688
b,92440157722522,189.625,6.8984375,-320.5
w,92440147612906,-0.31811523,-0.92333984,-0.52246094
a,92440176398521,-1.8505859,-11.078125,2.03125
b,92440167822522,189.625,6.8984375,-320.5
w,92440157712906,-0.059570312,-0.91308594,-0.54345703
a,92440186498521,-1.7949219,-10.5703125,2.2714844
b,92440177922522,190.75,6.0,-321.5
w,92440167812906,0.16699219,-0.93847656,-0.54248047
a,92440196598521,-1.7587891,-10.03125,2.4667969
b,92440188022522,190.125,7.1992188,-322.75
w,92440177912906,0.32226562,-0.9692383,-0.52783203
a,92440206698521,-1.8261719,-9.7109375,2.4433594
b,92440198122522,190.125,7.1992188,-322.75
w,92440188012906,0.3786621,-0.99609375,-0.52246094
a,92440216798521,-1.9121094,-9.2109375,2.3652344
b,92440208222522,190.5,7.5,-322.75
w,92440198112906,0.34472656,-1.0332031,-0.49365234
a,92440226898521,-1.9199219,-9.0234375,2.1914062
b,92440218322522,190.5,7.5,-322.75
w,92440208212906,0.24572754,-1.0478516,-0.45214844
a,92440236998521,-2.0722656,-9.2109375,2.0585938
b,92440228422522,190.25,7.5,-323.0
w,92440218312906,0.10638428,-1.0615234,-0.43188477
a,92440247098521,-1.9892578,-9.6015625,1.921875
b,92440238522522,190.25,7.5,-323.0
